year	words	indonesian_gloss	english_gloss	semantic_field	EngganoLanguage	EngganoSource	id	year_id	english_new	n_word	notes	note_year	note_id	note_etc
1987	y-apaua	atas	over		Enggano	Kähler 1987	1524	1987K	over	1				
1987	i-taʔa	di sana	over there		Enggano	Kähler 1987	1525	1987K	over there	1				cf. on that side
2011	ki-didix	kebesaran (pakaian)	oversized (clothes)		Enggano Meok	Yoder 2011	1526	2011	oversized (clothes)	1				
2019	kadidih	kebesaran (pakaian)	oversized (clothes)		Enggano Elicitation	Aron 2019	1526	2019	oversized (clothes)	1				
<1855	loehoe	burung hantu	owl	animals	Enggano	Brouwer <1855	1527	<1855	pigeon	1				
1855	hoehoe	burung hantu	owl	animals	Enggano Northwest?	vd Straten & S. 1855	1527	1855vdS	pigeon	1				
1864	hoe-hoe	burung hantu	owl	animals	Enggano North	Walland 1864	1527	1864	bird	1				
1888	èoehoe	burung hantu	owl	animals	Enggano	Helfrich 1888	1527	1888	owl	1				
1982	hũhũ	burung hantu	owl	animals	Enggano	Capell 1982	1527	1982	man	1				
1987	euʔuhū́ ; eʔuʔu	burung hantu	owl	animals	Enggano	Kähler 1987	1527	1987K	owl	2				
2011	pɘix	Padang	Padang		Enggano Meok	Yoder 2011	1528	2011	Padang	1				
<1855	oedji	dayung	paddle (n.)	human objects	Enggano	Brouwer <1855	1529	<1855	oar	1				
1855	oetjie	dayung	paddle (n.)	human objects	Enggano South?	v. Rosenberg 1855	1529	1855vR	row (v.)	1				
1855	oedjie oedjie	dayung	paddle (n.)	human objects	Enggano Northwest?	vd Straten & S. 1855	1529	1855vdS	oar	1				
1870	eodjie	dayung	paddle (n.)	human objects	Enggano	Francis 1870	1529	1870	paddle (n.)	1				
1879	eodjie	dayung	paddle (n.)	human objects	Enggano	Oudemans 1879	1529	1879	paddle (n.)	1				
1891	èodjie	dayung	paddle (n.)	human objects	Enggano Kèfoe	Helfrich & Pieters 1891	1529	1891	paddle (n.)	1				
1891	èodjie	dayung	paddle (n.)	human objects	Enggano Barohia	Helfrich & Pieters 1891	1529	1891	paddle (n.)	1				
1894	eògi	dayung	paddle (n.)	human objects	Enggano	Modigliani 1894	1529	1894	paddle (n.), row (v.)	1				
1895	èŏdjie ; èhaŏdjie	dayung	paddle (n.)	human objects	Enggano Pulau Dua 1895	Stockhof 1987	1529	1895	row (v.)	2	first word means 'oar, paddle (n.)', second word means 'row (v.), pull'	<w><m>èŏdjie</m> <def> means 'oar, paddle (n.)'</def></w> ; <w><m>èhaŏdjie</m> <def>  means 'row (v.), pull'</def></w>		
2011	iuʔuis	dayung	paddle (n.)	human objects	Enggano Meok	Yoder 2011	1529	2011	oar	1				
2019	yė'ic	dayung	paddle (n.)	human objects	Enggano Elicitation	Aron 2019	1529	2019	oar	1				
1895	èoi	dayung	paddle (n.)	human objects	Enggano Pulau Dua 1895	Stockhof 1987	1530	1895	paddle (n.)	1				
1895	abaoi	mengayuh	paddle (v.)		Enggano Pulau Dua 1895	Stockhof 1987	1531	1895	paddle (v.)	1				
1891	kakiaak²	rasa sakit pada gigi	pain in teeth		Enggano Kèfoe	Helfrich & Pieters 1891	1532	1891	pain in teeth	1				ngilu
1891	kakiaak²	rasa sakit pada gigi	pain in teeth		Enggano Barohia	Helfrich & Pieters 1891	1532	1891	pain in teeth	1				ngilu
1987	kapuh	menyakitkan	painful		Enggano Malakoni	Kasim et al. 1987	1533	1987	painful	1				
1987	kapuh	menyakitkan	painful		Enggano Banjar Sari	Kasim et al. 1987	1533	1987	painful	1				
2011	ka-pux	menyakitkan	painful		Enggano Meok	Yoder 2011	1533	2011	painful	1				
2019	kapuh	menyakitkan	painful		Enggano Elicitation	Aron 2019	1533	2019	painful	1				
1987	edado	bagian yang menyakitkan	painful part		Enggano	Kähler 1987	1534	1987K	painful part	1				cf. feel
1891	fanakonĕ adoewĕ	pasangan	pair (n.)		Enggano Kèfoe	Helfrich & Pieters 1891	1535	1891	pair (n.)	1				
1891	panakonĕ adoewa	pasangan	pair (n.)		Enggano Barohia	Helfrich & Pieters 1891	1535	1891	pair (n.)	1				
1895	kinoe-oeka ; kīnoeoekă	langit-langit	palate	body parts	Enggano Pulau Dua 1895	Stockhof 1987	1536	1895	palate	2	first word means 'palate', second word means 'throat'	<w><m>kinoe-oeka</m> <def> means 'palate'</def></w> ; <w><m>kīnoeoekă</m> <def>  means 'throat'</def></w>		
1987	ekinũˀũkã	langit-langit	palate	body parts	Enggano	Kähler 1987	1536	1987K	palate	1				
1891	kifak²a	pucat	pale		Enggano Kèfoe	Helfrich & Pieters 1891	1537	1891	pale	1				
1891	kifak²a	pucat	pale		Enggano Barohia	Helfrich & Pieters 1891	1537	1891	pale	1				
1891	hèoafĕ	telapak tangan	palm (of hand)	body parts	Enggano Kèfoe	Helfrich & Pieters 1891	1538	1891	palm (of hand)	1				
1891	hèoapok²	telapak tangan	palm (of hand)	body parts	Enggano Barohia	Helfrich & Pieters 1891	1538	1891	palm (of hand)	1				
1895	hèoafĕ ; hèoapo	telapak tangan	palm (of hand)	body parts	Enggano Pulau Dua 1895	Stockhof 1987	1538	1895	palm (of hand)	2				
1891	inono èèfĕ	daun palem	palm leaf		Enggano Kèfoe	Helfrich & Pieters 1891	1539	1891	palm leaf	1				
1891	inono èèfo	daun palem	palm leaf		Enggano Barohia	Helfrich & Pieters 1891	1539	1891	palm leaf	1				
1864	abèhah	pohon palem	palm tree	plants	Enggano North	Walland 1864	1540	1864	palm tree	1				
1895	inima	pandan	pandanus	plants	Enggano Pulau Dua 1895	Stockhof 1987	1541	1895	pandanus	1				
1916	inima	pandan	pandanus	plants	Enggano	Helfrich 1916	1541	1916	pandanus	1				
1987	ẽ-ʔãnĩmãẽ ; ẽ-ʔãnĩmãõ ; ẽ-ʔãnũmãẽ	pandan	pandanus	plants	Enggano	Kähler 1987	1541	1987K	pandanus	3				
2011	ʔanima	pandan	pandanus	plants	Enggano Meok	Yoder 2011	1541	2011	pandanus	1				
1891	kabaèlo	pepaya	papaya	plants	Enggano Kèfoe	Helfrich & Pieters 1891	1542	1891	papaya	1				
1891	kabaèlo	pepaya	papaya	plants	Enggano Barohia	Helfrich & Pieters 1891	1542	1891	papaya	1				
2011	kaper	pepaya	papaya	plants	Enggano Meok	Yoder 2011	1542	2011	papaya	1				
2019	kapaer	pepaya	papaya	plants	Enggano Elicitation	Aron 2019	1542	2019	papaya	1				
2011	parna	kertas	paper	human objects	Enggano Meok	Yoder 2011	1543	2011	paper	1				loanword kertas?
2019	parna	kertas	paper	human objects	Enggano Elicitation	Aron 2019	1543	2019	paper	1				loanword kertas?
<1855	kaka	parkit	parakeet	animals	Enggano	Brouwer <1855	1544	<1855	parakeet	1				or parrot?
1855	kaka	parkit	parakeet	animals	Enggano South?	v. Rosenberg 1855	1544	1855vR	parakeet	1				or parrot?
1855	kakka	parkit	parakeet	animals	Enggano Northwest?	vd Straten & S. 1855	1544	1855vdS	parakeet	1				or parrot?
1895	kiŏnŏk	lumpuh	paralyzed		Enggano Pulau Dua 1895	Stockhof 1987	1545	1895	paralyzed	1				
2011	kĩ-ʔĩɘ	lumpuh	paralyzed		Enggano Meok	Yoder 2011	1545	2011	paralyzed	1				
2019	kioyo'on	lumpuh	paralyzed		Enggano Elicitation	Aron 2019	1545	2019	paralyzed	1				
1895	èāhā	burung beo (hijau)	parrot (green)		Enggano Pulau Dua 1895	Stockhof 1987	1546	1895	parakeet, budgerigar (burung bayan)	1				
1987	eʔahã́ĩ	burung beo (hijau)	parrot (green)		Enggano	Kähler 1987	1546	1987K	parrot (green)	1				
1891	amaèha	bagian	part		Enggano Kèfoe	Helfrich & Pieters 1891	1547	1891	part	1				
1891	amaèha	bagian	part		Enggano Barohia	Helfrich & Pieters 1891	1547	1891	part	1				
1987	kabaha͜e	melalui ; melewati (waktu)	pass (time)		Enggano	Kähler 1987	1548	1987K	pass (time)	1				
1891	wakidohè	lewat	pass by		Enggano Kèfoe	Helfrich & Pieters 1891	1549	1891	pass by	1				lewat
1891	wakidohè	lewat	pass by		Enggano Barohia	Helfrich & Pieters 1891	1549	1891	pass by	1				lewat
1891	kiafak²	tambal ; tempel	patch (v.)		Enggano Kèfoe	Helfrich & Pieters 1891	1550	1891	patch (v.)	1				
1891	kiafak²	tambal ; tempel	patch (v.)		Enggano Barohia	Helfrich & Pieters 1891	1550	1891	patch (v.)	1				
1895	èèkŏwĕ	jalur	path		Enggano Pulau Dua 1895	Stockhof 1987	1551	1895	path	1				
1987	Eko	jalur	path		Enggano Malakoni	Kasim et al. 1987	1551	1987	path	1				
1987	hEko	jalur	path		Enggano Banjar Sari	Kasim et al. 1987	1551	1987	path	1				
2011	ʔeko	jalur	path		Enggano Meok	Yoder 2011	1551	2011	path	1				
1894	cheoba puhai pahua	sabar	patient	human features	Enggano	Modigliani 1894	1552	1894	patient	1				
1891	oefè	membayar	pay		Enggano Kèfoe	Helfrich & Pieters 1891	1553	1891	pay	1				
1891	oepè	membayar	pay		Enggano Barohia	Helfrich & Pieters 1891	1553	1891	pay	1				
1895	[oeahaub]oepèĕ	membayar	pay		Enggano Pulau Dua 1895	Stockhof 1987	1553	1895	pay	1	first element unclear	<w><m>[oeahaub]</m> is <def>unclear</def></w>		
1891	korowa	perdamaian	peace	abstract things	Enggano Kèfoe	Helfrich & Pieters 1891	1554	1891	peace	1				
1891	korowa	perdamaian	peace	abstract things	Enggano Barohia	Helfrich & Pieters 1891	1554	1891	peace	1				
1895	kekŏrŏ ĕ	perdamaian	peace	abstract things	Enggano Pulau Dua 1895	Stockhof 1987	1554	1895	peace	1				
2011	iakoro	perdamaian	peace	abstract things	Enggano Meok	Yoder 2011	1554	2011	peace	1				
2019	yakoro	perdamaian	peace	abstract things	Enggano Elicitation	Aron 2019	1554	2019	peace	1				
1888	kabibaka	perdamaian	peace	abstract things	Enggano	Helfrich 1888	1555	1888	peace	1				
1891	kidji	mematuk	peck		Enggano Kèfoe	Helfrich & Pieters 1891	1556	1891	peck	1				
1891	kidji	mematuk	peck		Enggano Barohia	Helfrich & Pieters 1891	1556	1891	peck	1				
1891	foedarie	sirip dada	pectoral fin		Enggano Kèfoe	Helfrich & Pieters 1891	1557	1891	pectoral fin	1				
1891	poedarie	sirip dada	pectoral fin		Enggano Barohia	Helfrich & Pieters 1891	1557	1891	pectoral fin	1				
2011	ʔi	pedal/pijak	pedal		Enggano Meok	Yoder 2011	1558	2011	pedal	1				
2019	i	pedal/pijak	pedal		Enggano Elicitation	Aron 2019	1558	2019	pedal	1				
1895	èoelie hoewĕdiĕ	kulit buah	peel (n.)		Enggano Pulau Dua 1895	Stockhof 1987	1559	1895	peel (n.)	1				
1891	kafai	terkupas	peeled		Enggano Kèfoe	Helfrich & Pieters 1891	1560	1891	peeled	1				kupas
1891	kapai	terkupas	peeled		Enggano Barohia	Helfrich & Pieters 1891	1560	1891	peeled	1				kupas
2011	pitoroʔ	pensil	pencil		Enggano Meok	Yoder 2011	1561	2011	pencil	1				
2019	pitoro	pensil	pencil		Enggano Elicitation	Aron 2019	1561	2019	pencil	1				
1895	hèla poewe	penis	penis	body parts	Enggano Pulau Dua 1895	Stockhof 1987	1562	1895	penis	1				first part means 'meat, flesh'
1987	eheda upuo	penis	penis	body parts	Enggano	Kähler 1987	1562	1987K	penis	1				first part means 'meat, flesh'
<1855	pfoeai	penis	penis	body parts	Enggano	Brouwer <1855	1563	<1855	penis	1				
1987	epue	penis	penis	body parts	Enggano	Kähler 1987	1563	1987K	penis	1				
1987	epuo	penis	penis	body parts	Enggano	Kähler 1987	1564	1987K	penis	1				
1891	dididikik²	perimeter	perimeter		Enggano Kèfoe	Helfrich & Pieters 1891	1565	1891	perimeter	1				lilit
1891	dididikik²	perimeter	perimeter		Enggano Barohia	Helfrich & Pieters 1891	1565	1891	perimeter	1				lilit
<1855	taka	orang	person	people	Enggano	Brouwer <1855	1566	<1855	person	1				
1855	taka	orang	person	people	Enggano South?	v. Rosenberg 1855	1566	1855vR	person	1				
1864	fakka	orang	person	people	Enggano North	Walland 1864	1566	1864	person	1				
1870	etakka	orang	person	people	Enggano	Francis 1870	1566	1870	person	1				
1879	etakka	orang	person	people	Enggano	Oudemans 1879	1566	1879	person	1				
1891	èkak(k)ak²	orang	person	people	Enggano Kèfoe	Helfrich & Pieters 1891	1566	1891	person	1				
1891	èkak(k)ak²	orang	person	people	Enggano Barohia	Helfrich & Pieters 1891	1566	1891	person	1				
1894	caca	orang	person	people	Enggano	Modigliani 1894	1566	1894	person	1				
1895	èhāhā(k)	orang	person	people	Enggano Pulau Dua 1895	Stockhof 1987	1566	1895	person	1				
1982	kakak ; (e)kaka	orang	person	people	Enggano	Capell 1982	1566	1982	way	2				
1987	etaka ; ekaka	orang	person	people	Enggano	Kähler 1987	1566	1987K	person	2				
1987	kakh	orang	person	people	Enggano Malakoni	Kasim et al. 1987	1566	1987	person	1				
1987	kakh	orang	person	people	Enggano Banjar Sari	Kasim et al. 1987	1566	1987	person	1				
2011	kak	orang	person	people	Enggano Meok	Yoder 2011	1566	2011	person	1				
2019	ekak	orang	person	people	Enggano Elicitation	Aron 2019	1566	2019	person	1				
1891	èjoedofok²	orang	person	people	Enggano Kèfoe	Helfrich & Pieters 1891	1567	1891	person	1				obsolete?
1891	èjoedofok²	orang	person	people	Enggano Barohia	Helfrich & Pieters 1891	1567	1891	person	1				obsolete?
1987	eaha͜iʔ(i)éda	orang	person	people	Enggano	Kähler 1987	1568	1987K	person	1				cf. naked
1894	baridaha aho	mengganggu	pester	activities	Enggano	Modigliani 1894	1569	1894	pester	1				
1894	elacò	alu	pestle	tools	Enggano	Modigliani 1894	1570	1894	pestle	1				
1895	èdakŏ	alu	pestle	tools	Enggano Pulau Dua 1895	Stockhof 1987	1570	1895	pounder	1				
1987	e-ʔedako	alu	pestle	tools	Enggano	Kähler 1987	1570	1987K	pestle	1				
2011	dak	alu	pestle	tools	Enggano Meok	Yoder 2011	1570	2011	mortar	1				
2019	edak	alu	pestle	tools	Enggano Elicitation	Aron 2019	1570	2019	pestle	1				
1987	e-(pak)ekéʔei	alu	pestle	tools	Enggano	Kähler 1987	1571	1987K	pestle	1	lit. 'for pounding'	lit. 'for pounding'		
2011	pãĩx	alu	pestle	tools	Enggano Meok	Yoder 2011	1571	2011	pestle	1				
2019	paih	alu	pestle	tools	Enggano Elicitation	Aron 2019	1571	2019	pestle	1				
1888	pari-poefoe	pohon medang	Phoebe	plants	Enggano	Helfrich 1888	1572	1888	Phoebe	1				
1891	abahoi	ambil	pick up		Enggano Kèfoe	Helfrich & Pieters 1891	1573	1891	pick up	1				
1891	abahoi	ambil	pick up		Enggano Barohia	Helfrich & Pieters 1891	1573	1891	pick up	1				
2011	roro	ambil	pick up		Enggano Meok	Yoder 2011	1573	2011	pick up	1	only native word with initial r?	only native word with initial r?		
2019	roro	ambil	pick up		Enggano Elicitation	Aron 2019	1573	2019	pick up	1	only native word with initial r?	only native word with initial r?		
2019	kahnė	ambil satu per satu	pick up one by one		Enggano Elicitation	Aron 2019	1574	2019	pick up one by one	1				
2011	kabarar	gambar	picture		Enggano Meok	Yoder 2011	1575	2011	picture	1				loanword gambar
2019	kabarar	gambar	picture		Enggano Elicitation	Aron 2019	1575	2019	picture	1				loanword gambar
1891	kitahak²	menembus	pierce		Enggano Kèfoe	Helfrich & Pieters 1891	1576	1891	pierce	1				
1891	kitahak²	menembus	pierce		Enggano Barohia	Helfrich & Pieters 1891	1576	1891	pierce	1				
1987	haq	menembus	pierce		Enggano Malakoni	Kasim et al. 1987	1576	1987	pierce	1				
1987	haq	menembus	pierce		Enggano Banjar Sari	Kasim et al. 1987	1576	1987	pierce	1				
1891	koeièkalihĕ	menembus/tindik telinga	pierce in ears	activities	Enggano Kèfoe	Helfrich & Pieters 1891	1577	1891	pierce in ears	1				
1891	koeièkariha	menembus/tindik telinga	pierce in ears	activities	Enggano Barohia	Helfrich & Pieters 1891	1577	1891	pierce in ears	1				
1894	caricu cariahadía	menembus/tindik telinga	pierce in ears	activities	Enggano	Modigliani 1894	1577	1894	pierce in ears	1				
1864	koijo	babi	pig	animals	Enggano North	Walland 1864	1578	1864	pig	1				
1870	koijo	babi	pig	animals	Enggano	Francis 1870	1578	1870	pig	1				
1879	kojo	babi	pig	animals	Enggano	Oudemans 1879	1578	1879	pig	1				
1888	èkojok²	babi	pig	animals	Enggano	Helfrich 1888	1578	1888	wild boar	1				
1891	èkojok²	babi	pig	animals	Enggano Kèfoe	Helfrich & Pieters 1891	1578	1891	wild boar, pig	1				
1891	èkojok²	babi	pig	animals	Enggano Barohia	Helfrich & Pieters 1891	1578	1891	wild boar, pig	1				
1894	ecòio	babi	pig	animals	Enggano	Modigliani 1894	1578	1894	pig	1				
1895	èkŏjŏ(k)	babi	pig	animals	Enggano Pulau Dua 1895	Stockhof 1987	1578	1895	domesticated pig	1				
1982	eko̲yo̲	babi	pig	animals	Enggano	Capell 1982	1578	1982	pig	1				
2011	koi	babi	pig	animals	Enggano Meok	Yoder 2011	1578	2011	pig	1				
2019	koi	babi	pig	animals	Enggano Elicitation	Aron 2019	1578	2019	pig	1				
<1855	abi-abi	babi	pig	animals	Enggano	Brouwer <1855	1579	<1855	pig	1				
1855	hawi hawi	babi	pig	animals	Enggano South?	v. Rosenberg 1855	1579	1855vR	pig	1				
1855	abie abie	babi	pig	animals	Enggano Northwest?	vd Straten & S. 1855	1579	1855vdS	pig	1				
1864	abi-abi	babi	pig	animals	Enggano North	Walland 1864	1579	1864	pig	1				
1891	èobo	babi	pig	animals	Enggano Kèfoe	Helfrich & Pieters 1891	1579	1891	pig	1				
1891	èobo	babi	pig	animals	Enggano Barohia	Helfrich & Pieters 1891	1579	1891	pig	1				
1895	èŏbŏ	babi	pig	animals	Enggano Pulau Dua 1895	Stockhof 1987	1579	1895	domesticated pig	1				
1987	eʔobo	babi	pig	animals	Enggano	Kähler 1987	1579	1987K	wild boar	1				
1895	ărŏmaka	babi	pig	animals	Enggano Pulau Dua 1895	Stockhof 1987	1580	1895	domesticated pig	1				
1888	kadoèobo	jaring babi	pig-catching net	human objects	Enggano	Helfrich 1888	1581	1888	pig-catching net	1				
1894	euba ecòio	kandang babi	pigsty	human objects	Enggano	Modigliani 1894	1582	1894	pigsty	1				
1864	kha-ioh	tombak	pike	tools	Enggano North	Walland 1864	1583	1864	pike	1				
1891	afoeie	tumpukan (n.)	pile (n.)		Enggano Kèfoe	Helfrich & Pieters 1891	1584	1891	pile (n.)	1				
1891	apoeie	tumpukan (n.)	pile (n.)		Enggano Barohia	Helfrich & Pieters 1891	1584	1891	pile (n.)	1				
1891	dadoèoedoe	bantal	pillow	human objects	Enggano Kèfoe	Helfrich & Pieters 1891	1585	1891	pillow	1				
1891	dadoèoeloe	bantal	pillow	human objects	Enggano Barohia	Helfrich & Pieters 1891	1585	1891	pillow	1				
1895	dadŏ èoeloe	bantal	pillow	human objects	Enggano Pulau Dua 1895	Stockhof 1987	1585	1895	pillow	1				
1895	èhŏkŏ èoeloe	bantal	pillow	human objects	Enggano Pulau Dua 1895	Stockhof 1987	1586	1895	pillow	1				
1891	pakoenoejĕ	jerawat	pimple		Enggano Kèfoe	Helfrich & Pieters 1891	1587	1891	pimple	1				
1891	pakoenoejĕ	jerawat	pimple		Enggano Barohia	Helfrich & Pieters 1891	1587	1891	pimple	1				
1895	pakoenoejĕ	jerawat	pimple		Enggano Pulau Dua 1895	Stockhof 1987	1587	1895	eruption (of rash)	1				
1891	èlafini	penjepit	pincers		Enggano Kèfoe	Helfrich & Pieters 1891	1588	1891	pincers	1				loanword sepit
1891	èrapini	penjepit	pincers		Enggano Barohia	Helfrich & Pieters 1891	1588	1891	pincers	1				loanword sepit
2011	tipiʔ	penjepit	pincers		Enggano Meok	Yoder 2011	1588	2011	pincers	1				loanword sepit
2019	tipi	penjepit	pincers		Enggano Elicitation	Aron 2019	1588	2019	pincers	1				loanword sepit
1891	aoedikie	mencubit	pinch		Enggano Kèfoe	Helfrich & Pieters 1891	1589	1891	pinch	1				
1891	aoedikie	mencubit	pinch		Enggano Barohia	Helfrich & Pieters 1891	1589	1891	pinch	1				
1891	koemoe	mencubit	pinch		Enggano Kèfoe	Helfrich & Pieters 1891	1590	1891	pinch	1				
1891	koemoe	mencubit	pinch		Enggano Barohia	Helfrich & Pieters 1891	1590	1891	pinch	1				
1864	fabieah	mencubit	pinch	activities	Enggano North	Walland 1864	1591	1864	pinch	1				
1864	pie-ie	mencubit	pinch	activities	Enggano North	Walland 1864	1592	1864	pinch	1				
2011	ki-deok	terjepit	pinched		Enggano Meok	Yoder 2011	1593	2011	pinched	1				
2019	kideok	terjepit	pinched		Enggano Elicitation	Aron 2019	1593	2019	pinched	1				
2019	napin	terjepit	pinched		Enggano Elicitation	Aron 2019	1594	2019	pinched	1				
1891	kahaoukoe	nanas	pineapple		Enggano Kèfoe	Helfrich & Pieters 1891	1595	1891	pineapple	1				
1891	kahaoukoe	nanas	pineapple		Enggano Barohia	Helfrich & Pieters 1891	1595	1891	pineapple	1				
1870	mino afo noekie	kelingking	pinkie	body parts	Enggano	Francis 1870	1596	1870	pinkie	1				lit.: little finger
1879	miieo-afo noekie	kelingking	pinkie	body parts	Enggano	Oudemans 1879	1596	1879	pinkie	1				lit.: little finger
1891	naèafĕ nokie	kelingking	pinkie	body parts	Enggano Kèfoe	Helfrich & Pieters 1891	1596	1891	pinkie	1				lit.: little finger
1891	naèapo nokiĕ	kelingking	pinkie	body parts	Enggano Barohia	Helfrich & Pieters 1891	1596	1891	pinkie	1				lit.: little finger
1895	naèapo nokie	kelingking	pinkie	body parts	Enggano Pulau Dua 1895	Stockhof 1987	1596	1895	pinkie	1				lit.: little finger
1894	eara uapo	kelingking	pinkie	body parts	Enggano	Modigliani 1894	1597	1894	pinkie	1				
1891	kifafakoek²	pin dan jarum	pins and needles		Enggano Kèfoe	Helfrich & Pieters 1891	1598	1891	pins and needles	1				
1891	kifafakoek²	pin dan jarum	pins and needles		Enggano Barohia	Helfrich & Pieters 1891	1598	1891	pins and needles	1				
1895	kifafakoe(k)	pin dan jarum	pins and needles		Enggano Pulau Dua 1895	Stockhof 1987	1598	1895	gone to sleep (limbs)	1				
1891	abaakie	kasihan ; disayangkan	pity (v.)		Enggano Kèfoe	Helfrich & Pieters 1891	1599	1891	pity (v.)	1				
